SolverName,InstanceName,TerminationStatus,PrimalStatus,ObjBound,ObjValue,SolveTime,SolveTimeRaw,CompletedSolveTime,Error,RelativeGap,AbsoluteGap,SolvedInTime
BARON,Expr_08_silu_6_3_6,TIME_LIMIT,UNKNOWN_RESULT_STATUS,-80.684844626,-0.6199325288528267,100.26,100.58800005912781,200.0,false,129.1510097805414,80.06491209714717,false
BARON,Expr_08_softplus_2_3_2,INFEASIBLE,INFEASIBILITY_CERTIFICATE,1.0e51,Inf,0.06,0.2980000972747803,200.0,false,Inf,Inf,true
BARON,Expr_08_softplus_3_2_5,LOCALLY_SOLVED,FEASIBLE_POINT,1.35095614869,1.3510912443003962,0.19,0.4240000247955322,200.0,false,9.999999668920643e-5,0.00013509561039626306,true
BARON,Expr_08_softplus_6_3_3,LOCALLY_SOLVED,FEASIBLE_POINT,3.14088961071,3.1412036996691937,0.32,0.5439999103546143,200.0,false,9.999999940230774e-5,0.0003140889591937146,true
BARON,Expr_08_softplus_6_3_6,LOCALLY_SOLVED,FEASIBLE_POINT,3.68395395889,3.6843223542890096,33.75,33.991000175476074,200.0,false,0.00010000000084704043,0.00036839539900945795,true
BARON,Expr_08_softsign_2_3_2,LOCALLY_SOLVED,FEASIBLE_POINT,0.849656161848,0.8497561618478479,0.07,0.2850000858306885,200.0,false,0.00011769466795884666,9.999999984788843e-5,true
BARON,Expr_08_softsign_3_2_5,LOCALLY_SOLVED,FEASIBLE_POINT,-15.5422445103,-15.54069028583752,0.09,0.33100008964538574,200.0,false,0.0001000100017369058,0.0015542244624793256,true
BARON,Expr_08_softsign_6_3_3,LOCALLY_SOLVED,FEASIBLE_POINT,-11.7028264079,-11.70165612525554,0.11,0.33100008964538574,200.0,false,0.00010001000131368221,0.0011702826444590642,true
BARON,Expr_08_softsign_6_3_6,OPTIMAL,FEASIBLE_POINT,-248.980406377,-248.9804063773615,0.15,0.45200014114379883,0.15,false,1.451904298436804e-12,-3.6149572224530857e-10,true
BARON,Expr_09_sigmoid_3_2_3,LOCALLY_SOLVED,FEASIBLE_POINT,1.70449578073,1.704666230309761,0.22,0.43199992179870605,200.0,false,0.00010000000099030952,0.0001704495797609784,true
BARON,Expr_09_sigmoid_3_3_4,LOCALLY_SOLVED,FEASIBLE_POINT,1.95793726189,1.9581330556134788,0.32,0.5410001277923584,200.0,false,9.999999861583286e-5,0.00019579372347888757,true
BARON,Expr_09_sigmoid_4_4_5,LOCALLY_SOLVED,FEASIBLE_POINT,2.84608570538,2.8463703139492145,9.98,10.25600004196167,200.0,false,9.99999995349073e-5,0.00028460856921430633,true
BARON,Expr_09_sigmoid_5_1_5,LOCALLY_SOLVED,FEASIBLE_POINT,0.623471670175,0.623571670175415,0.31,0.5339999198913574,200.0,false,0.00016039221218651636,0.00010000000041499035,true
BARON,Expr_09_silu_3_2_3,LOCALLY_SOLVED,FEASIBLE_POINT,-0.439274265591,-0.4391742655913581,0.51,0.7400000095367432,200.0,false,0.00022770004409818914,9.999999964194206e-5,true
BARON,Expr_09_silu_3_3_4,LOCALLY_SOLVED,FEASIBLE_POINT,0.40287625796,0.4029762579601813,47.79,48.032999992370605,200.0,false,0.0002482151732834863,0.00010000000018134392,true
BARON,Expr_09_silu_4_4_5,TIME_LIMIT,UNKNOWN_RESULT_STATUS,-36.6415665137,1.1172016615928546,100.27,100.98300004005432,200.0,false,33.797629804325695,37.75876817529285,false
BARON,Expr_09_silu_5_1_5,TIME_LIMIT,UNKNOWN_RESULT_STATUS,-1.50309661005,-1.377089708726499,103.22,103.47399997711182,200.0,false,0.09150231863981417,0.126006901323501,false
BARON,Expr_09_softplus_3_2_3,LOCALLY_SOLVED,FEASIBLE_POINT,1.9764635969,1.9766612432550952,0.2,0.4240000247955322,200.0,false,9.999999767525532e-5,0.00019764635509522677,true
BARON,Expr_09_softplus_3_3_4,LOCALLY_SOLVED,FEASIBLE_POINT,3.09425900115,3.094568427054071,0.42,0.6419999599456787,200.0,false,0.00010000000127842966,0.0003094259040707925,true
